Organisational Family	Organisation	Category	Service Type	Price
Cabinet Office	Commission for the Compact	Operational Goods	Uncategorised	0.00
Cabinet Office	Commission for the Compact	Engineering Goods	Industrial	0.00
Cabinet Office	Commission for the Compact	Engineering Goods	Non-Medical Chemicals	0.00
Cabinet Office	Commission for the Compact	Engineering Goods	Tools	0.00
Cabinet Office	Commission for the Compact	Engineering Goods	Uncategorised	0.00
Cabinet Office	Commission for the Compact	Waste Management	Waste Management Materials	0.00
Cabinet Office	Commission for the Compact	Waste Management	Waste Management Services	0.00
Cabinet Office	Commission for the Compact	Waste Management	Uncategorised	0.00
Charity Commission	Charity Commission	Professional Services Other	Clinical Support Services	0.00
Charity Commission	Charity Commission	Professional Services Other	Environmental Services	0.00
Charity Commission	Charity Commission	Professional Services Other	Financial Services	65465.00
Charity Commission	Charity Commission	Professional Services Other	Interpretation & Translation Services	54025.00
Charity Commission	Charity Commission	Professional Services Other	Learning & Development Services	373403.00
Charity Commission	Charity Commission	Professional Services Other	Legal Services	137279.00
Charity Commission	Charity Commission	Professional Services Other	Operational Services	173495.00
Charity Commission	Charity Commission	Professional Services Other	Technical Services	0.00
Charity Commission	Charity Commission	Professional Services Other	Uncategorised	0.00
Charity Commission	Charity Commission	Professional Services Temporary Staff	Admin & Clerical	100853.00
Charity Commission	Charity Commission	Professional Services Temporary Staff	Interim Managers	97408.00
Charity Commission	Charity Commission	Professional Services Temporary Staff	Specialist Contractors	303157.00
Charity Commission	Charity Commission	Professional Services Temporary Staff	Uncategorised	0.00
Charity Commission	Charity Commission	Professional Services Consultancy	Finance Consultancy	4348.00
Charity Commission	Charity Commission	Professional Services Consultancy	"Human Resource, Training & Education Consultancy"	151508.00
Charity Commission	Charity Commission	Professional Services Consultancy	IT/IS Consultancy	250047.00
Charity Commission	Charity Commission	Professional Services Consultancy	Legal Consultancy	0.00
Charity Commission	Charity Commission	Professional Services Consultancy	Marketing & Communications Consultancy	0.00
Charity Commission	Charity Commission	Professional Services Consultancy	Org & Change Management Consultancy	94155.00
Charity Commission	Charity Commission	Professional Services Consultancy	PPM Consultancy	0.00
Charity Commission	Charity Commission	Professional Services Consultancy	Procurement Consultancy	0.00
Charity Commission	Charity Commission	Professional Services Consultancy	Property & Construction Consultancy	160558.00
Charity Commission	Charity Commission	Professional Services Consultancy	Strategy Consultancy	0.00
Charity Commission	Charity Commission	Professional Services Consultancy	Technical Consultancy	0.00
Charity Commission	Charity Commission	Professional Services Consultancy	Uncategorised	0.00
Charity Commission	Charity Commission	Personnel Related	Events Admissions	140328.00
Charity Commission	Charity Commission	Personnel Related	Staff Childcare	154.00
Charity Commission	Charity Commission	Personnel Related	Staff Health & Safety	0.00
Charity Commission	Charity Commission	Personnel Related	Staff Medical Care	4622.00
Charity Commission	Charity Commission	Personnel Related	Staff Relocation	0.00
Charity Commission	Charity Commission	Personnel Related	Staff Subscriptions	233462.00
Charity Commission	Charity Commission	Personnel Related	Uncategorised	0.00
Charity Commission	Charity Commission	Social Care	Adult Social Care	0.00
Charity Commission	Charity Commission	Social Care	Child Social Care	0.00
Charity Commission	Charity Commission	Social Care	Educational Programmes	0.00
Charity Commission	Charity Commission	Social Care	Emergency Services	0.00
Charity Commission	Charity Commission	Social Care	Entertainment Services	0.00
Charity Commission	Charity Commission	Social Care	Legal Aid	0.00
Charity Commission	Charity Commission	Social Care	Operation of Custodial Facilities	0.00
Charity Commission	Charity Commission	Social Care	Transport Provision	0.00
Charity Commission	Charity Commission	Social Care	Welfare to Work	0.00
Charity Commission	Charity Commission	Social Care	World Programmes	0.00
Charity Commission	Charity Commission	Social Care	Uncategorised	0.00
Charity Commission	Charity Commission	Marketing & Media	Advertising	331982.00
Charity Commission	Charity Commission	Marketing & Media	Marketing	34904.00
Charity Commission	Charity Commission	Marketing & Media	Promotion	0.00
Charity Commission	Charity Commission	Marketing & Media	Uncategorised	0.00
Charity Commission	Charity Commission	Facilities	Accommodation Services	76831.00
Charity Commission	Charity Commission	Facilities	Building Management	4285071.00
Charity Commission	Charity Commission	Facilities	Catering	0.00
Charity Commission	Charity Commission	Facilities	Cleaning	72472.00
Charity Commission	Charity Commission	Facilities	Food	38142.00
Charity Commission	Charity Commission	Facilities	Office Furniture	60852.00
Charity Commission	Charity Commission	Facilities	Security	65442.00
Charity Commission	Charity Commission	Facilities	Uncategorised	0.00
Charity Commission	Charity Commission	Clinical & Medical	Drugs & Biologicals	0.00
Charity Commission	Charity Commission	Clinical & Medical	Medical & Surgical Consumables	0.00
Charity Commission	Charity Commission	Clinical & Medical	Medical & Surgical Equipment	0.00
Charity Commission	Charity Commission	Clinical & Medical	Pathology	0.00
Charity Commission	Charity Commission	Clinical & Medical	Patients Appliances	0.00
Charity Commission	Charity Commission	Clinical & Medical	Radiological & Diagnostic	0.00
Charity Commission	Charity Commission	Clinical & Medical	Uncategorised	0.00
Charity Commission	Charity Commission	Office Solutions	Office Consumables	85481.00
Charity Commission	Charity Commission	Office Solutions	Office Machines	937.00
Charity Commission	Charity Commission	Office Solutions	Office Services	427527.00
Charity Commission	Charity Commission	Office Solutions	Office Supplies	67304.00
Charity Commission	Charity Commission	Office Solutions	Post & Courier	132885.00
Charity Commission	Charity Commission	Office Solutions	Print	233778.00
Charity Commission	Charity Commission	Office Solutions	Records Storage	103330.00
Charity Commission	Charity Commission	Office Solutions	Reprographics	1682.00
Charity Commission	Charity Commission	Office Solutions	Uncategorised	0.00
Charity Commission	Charity Commission	Construction	Building Repair & Maintenance	0.00
Charity Commission	Charity Commission	Construction	Construction Service Providers	0.00
Charity Commission	Charity Commission	Construction	Construction Supplies	0.00
Charity Commission	Charity Commission	Construction	Design & Build	0.00
Charity Commission	Charity Commission	Construction	Main Contractors	0.00
Charity Commission	Charity Commission	Construction	Prime Contractors	0.00
Charity Commission	Charity Commission	Construction	Uncategorised	0.00
Charity Commission	Charity Commission	ICT	Hardware	700038.00
Charity Commission	Charity Commission	ICT	Maintenance & Support	599047.00
Charity Commission	Charity Commission	ICT	Managed / Outsourced Services	1608199.00
Charity Commission	Charity Commission	ICT	Networking	139155.00
Charity Commission	Charity Commission	ICT	Software	439984.00
Charity Commission	Charity Commission	ICT	Systems Delivery	0.00
Charity Commission	Charity Commission	ICT	Telecoms	336979.00
Charity Commission	Charity Commission	ICT	Uncategorised	0.00
Charity Commission	Charity Commission	Logistics	Transport	0.00
Charity Commission	Charity Commission	Logistics	Warehousing & Storage	0.00
Charity Commission	Charity Commission	Logistics	Uncategorised	0.00
Charity Commission	Charity Commission	Travel	Air	0.00
Charity Commission	Charity Commission	Travel	Booking Services	0.00
Charity Commission	Charity Commission	Travel	Coach	0.00
Charity Commission	Charity Commission	Travel	Events Organisation	104091.00
Charity Commission	Charity Commission	Travel	Ferry	0.00
Charity Commission	Charity Commission	Travel	Hotels	161887.00
Charity Commission	Charity Commission	Travel	Rail	374764.00
Charity Commission	Charity Commission	Travel	Taxi	9939.00
Charity Commission	Charity Commission	Travel	Vehicle Hire	18086.00
Charity Commission	Charity Commission	Travel	Uncategorised	0.00
Charity Commission	Charity Commission	Defence	Airborne Goods and Services	0.00
Charity Commission	Charity Commission	Defence	Marine Goods and Services	0.00
Charity Commission	Charity Commission	Defence	Military Systems	0.00
Charity Commission	Charity Commission	Defence	Munitions	0.00
Charity Commission	Charity Commission	Defence	Wheeled / Tracked Goods and Services	0.00
Charity Commission	Charity Commission	Defence	Uncategorised	0.00
Charity Commission	Charity Commission	Energy & Utilities	Electricity	71214.00
Charity Commission	Charity Commission	Energy & Utilities	Gas	39280.00
Charity Commission	Charity Commission	Energy & Utilities	Solid Fuels	0.00
Charity Commission	Charity Commission	Energy & Utilities	Water	9551.00
Charity Commission	Charity Commission	Energy & Utilities	Uncategorised	0.00
Charity Commission	Charity Commission	Fuels Lubricants & Gases	Fuels	0.00
Charity Commission	Charity Commission	Fuels Lubricants & Gases	Gases	0.00
Charity Commission	Charity Commission	Fuels Lubricants & Gases	Lubricants	0.00
Charity Commission	Charity Commission	Fuels Lubricants & Gases	Uncategorised	0.00
Charity Commission	Charity Commission	Vehicles	Fleet Management	695.00
Charity Commission	Charity Commission	Vehicles	Leasing	0.00
Charity Commission	Charity Commission	Vehicles	Purchase	0.00
Charity Commission	Charity Commission	Vehicles	Vehicle Disposal	0.00
Charity Commission	Charity Commission	Vehicles	Vehicle Maintenance	0.00
Charity Commission	Charity Commission	Vehicles	Uncategorised	0.00
Charity Commission	Charity Commission	Operational Goods	Animal Related Goods	0.00
Charity Commission	Charity Commission	Operational Goods	Art & Exhibits	0.00
Charity Commission	Charity Commission	Operational Goods	Clothing	351.00
Charity Commission	Charity Commission	Operational Goods	Domestic Goods	0.00
Charity Commission	Charity Commission	Operational Goods	Environmental Materials	0.00
Charity Commission	Charity Commission	Operational Goods	Learning & Development Materials	59312.00
Charity Commission	Charity Commission	Operational Goods	Non-Catering Vending Machines	0.00
Charity Commission	Charity Commission	Operational Goods	Uncategorised	0.00
Charity Commission	Charity Commission	Engineering Goods	Industrial	0.00
Charity Commission	Charity Commission	Engineering Goods	Non-Medical Chemicals	0.00
Charity Commission	Charity Commission	Engineering Goods	Tools	0.00
Charity Commission	Charity Commission	Engineering Goods	Uncategorised	0.00
Charity Commission	Charity Commission	Waste Management	Waste Management Materials	0.00
Charity Commission	Charity Commission	Waste Management	Waste Management Services	0.00
Charity Commission	Charity Commission	Waste Management	Uncategorised	0.00
Communities and Local Government	Audit Commission	Professional Services Other	Clinical Support Services	219738.00
Communities and Local Government	Audit Commission	Professional Services Other	Environmental Services	65418.00
Communities and Local Government	Audit Commission	Professional Services Other	Financial Services	2900220.00
Communities and Local Government	Audit Commission	Professional Services Other	Interpretation & Translation Services	8711.00
Communities and Local Government	Audit Commission	Professional Services Other	Learning & Development Services	1709159.00
Communities and Local Government	Audit Commission	Professional Services Other	Legal Services	474626.00
Communities and Local Government	Audit Commission	Professional Services Other	Operational Services	296281.00
Communities and Local Government	Audit Commission	Professional Services Other	Technical Services	14050.00
Communities and Local Government	Audit Commission	Professional Services Other	Uncategorised	0.00
Communities and Local Government	Audit Commission	Professional Services Temporary Staff	Admin & Clerical	8832991.00
Communities and Local Government	Audit Commission	Professional Services Temporary Staff	Interim Managers	0.00
Communities and Local Government	Audit Commission	Professional Services Temporary Staff	Specialist Contractors	8824.00
Communities and Local Government	Audit Commission	Professional Services Temporary Staff	Uncategorised	0.00
Communities and Local Government	Audit Commission	Professional Services Consultancy	Finance Consultancy	0.00
Communities and Local Government	Audit Commission	Professional Services Consultancy	"Human Resource, Training & Education Consultancy"	996202.00
Communities and Local Government	Audit Commission	Professional Services Consultancy	IT/IS Consultancy	195285.00
Communities and Local Government	Audit Commission	Professional Services Consultancy	Legal Consultancy	168300.00
Communities and Local Government	Audit Commission	Professional Services Consultancy	Marketing & Communications Consultancy	0.00
Communities and Local Government	Audit Commission	Professional Services Consultancy	Org & Change Management Consultancy	0.00
Communities and Local Government	Audit Commission	Professional Services Consultancy	PPM Consultancy	0.00
Communities and Local Government	Audit Commission	Professional Services Consultancy	Procurement Consultancy	0.00
Communities and Local Government	Audit Commission	Professional Services Consultancy	Property & Construction Consultancy	260035.00
Communities and Local Government	Audit Commission	Professional Services Consultancy	Strategy Consultancy	1302322.00
Communities and Local Government	Audit Commission	Professional Services Consultancy	Technical Consultancy	0.00
Communities and Local Government	Audit Commission	Professional Services Consultancy	Uncategorised	0.00
Communities and Local Government	Audit Commission	Personnel Related	Events Admissions	550910.00
Communities and Local Government	Audit Commission	Personnel Related	Staff Childcare	0.00
